act,scene,speaker,sentence,pronoun,resolved_to,gender_group,window_size_used
5,4,MALCOLM,"Let every soldier hew him down a bough, And bear't before him.",him,MALCOLM,male,6
5,4,MALCOLM,"Let every soldier hew him down a bough, And bear't before him.",him,MALCOLM,male,6
5,4,SOLDIERS,It shall be done.,It,SOLDIERS,neutral,7
5,4,MALCOLM,"'Tis his main hope; For where there is advantage to be given, Both more and less have given him the revolt, And none ser",his,MALCOLM,male,7
5,4,MALCOLM,"'Tis his main hope; For where there is advantage to be given, Both more and less have given him the revolt, And none ser",him,MALCOLM,male,7
5,4,MALCOLM,"'Tis his main hope; For where there is advantage to be given, Both more and less have given him the revolt, And none ser",him,MALCOLM,male,7
5,4,SIWARD,"Thoughts speculative their unsure hopes relate, But certain issue strokes must arbitrate;",their,SIWARD,neutral,7
5,5,MACBETH,"Hang out our banners on the outward walls; The cry is still, ""They come!""",They,MACBETH,neutral,1
5,5,MACBETH,Our castle's strength Will laugh a siege to scorn: here let them lie Till famine and the ague eat them up.,them,MACBETH,neutral,2
5,5,MACBETH,Our castle's strength Will laugh a siege to scorn: here let them lie Till famine and the ague eat them up.,them,MACBETH,neutral,2
5,5,MACBETH,"Were they not forc'd with those that should be ours, We might have met them dareful, beard to beard, And beat them backw",they,MACBETH,neutral,3
5,5,MACBETH,"Were they not forc'd with those that should be ours, We might have met them dareful, beard to beard, And beat them backw",them,MACBETH,neutral,3
5,5,MACBETH,"Were they not forc'd with those that should be ours, We might have met them dareful, beard to beard, And beat them backw",them,MACBETH,neutral,3
5,5,SEYTON,"It is the cry of women, my good lord.",It,SEYTON,neutral,6
5,5,MACBETH,She should have died hereafter.,She,MACBETH,unknown,7
5,5,MACBETH,"Life's but a walking shadow; a poor player, That struts and frets his hour upon the stage,",his,MACBETH,male,7
5,5,MACBETH,"And then is heard no more: it is a tale Told by an idiot, full of sound and fury, Signifying nothing.",it,MACBETH,neutral,7
5,5,MESSENGER,"Within this three mile may you see it coming; I say, a moving grove.",it,MESSENGER,neutral,7
5,5,MACBETH,"If this which he avouches does appear, There is nor flying hence nor tarrying here.",he,MACBETH,male,7
5,6,MACDUFF,"Make all our trumpets speak; give them all breath, Those clamorous harbingers of blood and death.",them,MACDUFF,neutral,6
5,7,MACBETH,They have tied me to a stake.,They,MACBETH,neutral,1
5,7,MACBETH,"I cannot fly, But, bear-like I must fight the course.—What's he That was not born of woman?",he,MACBETH,male,2
5,7,MACBETH,Thou'lt be afraid to hear it.,it,MACBETH,neutral,7
5,7,YOUNG SIWARD,The devil himself could not pronounce a title More hateful to mine ear.,himself,YOUNG SIWARD,male,7
5,7,YOUNG SIWARD,"They fight, and young Siward is slain.",They,young Siward,neutral,7
5,7,MACDUFF,"I cannot strike at wretched kerns, whose arms Are hired to bear their staves.",their,MACDUFF,neutral,7
5,7,MACDUFF,"Let me find him, Fortune!",him,MACDUFF,male,7
5,8,MACBETH,"whiles I see lives, the gashes Do better upon them.",them,MACBETH,neutral,2
5,8,MACDUFF,They fight.,They,MACDUFF,neutral,7
5,8,MACDUFF,"Despair thy charm; And let the angel whom thou still hast serv'd Tell thee, Macduff was from his mother's womb Untimely ",his,Macduff,male,7
5,8,MACBETH,"Accursed be that tongue that tells me so, For it hath cow'd my better part of man!",it,MACBETH,neutral,7
5,8,MACBETH,"And be these juggling fiends no more believ'd, That palter with us in a double sense; That keep the word of promise to o",it,MACBETH,neutral,7
5,8,MACBETH,"Before my body I throw my warlike shield: lay on, Macduff; And damn'd be him that first cries, ""Hold, enough!""",him,Macduff,male,7
5,8,ROSS,"Your son, my lord, has paid a soldier's debt: He only liv'd but till he was a man; The which no sooner had his prowess c",He,ROSS,male,7
5,8,ROSS,"Your son, my lord, has paid a soldier's debt: He only liv'd but till he was a man; The which no sooner had his prowess c",he,ROSS,male,7
5,8,ROSS,"Your son, my lord, has paid a soldier's debt: He only liv'd but till he was a man; The which no sooner had his prowess c",his,ROSS,male,7
5,8,ROSS,"In the unshrinking station where he fought, But like a man he died.",he,ROSS,male,7
5,8,ROSS,"In the unshrinking station where he fought, But like a man he died.",he,ROSS,male,7
5,8,SIWARD,Then he is dead?,he,SIWARD,male,7
5,8,ROSS,"Your cause of sorrow Must not be measur'd by his worth, for then It hath no end.",his,ROSS,male,7
5,8,ROSS,"Your cause of sorrow Must not be measur'd by his worth, for then It hath no end.",It,ROSS,neutral,7
5,8,SIWARD,Had he his hurts before?,he,SIWARD,male,7
5,8,SIWARD,Had he his hurts before?,his,SIWARD,male,7
5,8,SIWARD,"Why then, God's soldier be he!",he,SIWARD,male,7
5,8,SIWARD,"Had I as many sons as I have hairs, I would not wish them to a fairer death:",them,SIWARD,neutral,7
5,8,SIWARD,And so his knell is knoll'd.,his,SIWARD,male,7
5,8,MALCOLM,"He's worth more sorrow, And that I'll spend for him.",He,MALCOLM,male,7
5,8,MALCOLM,"He's worth more sorrow, And that I'll spend for him.",him,MALCOLM,male,7
5,8,SIWARD,He's worth no more.,He,SIWARD,male,7
5,8,SIWARD,They say he parted well and paid his score:,They,SIWARD,neutral,7
5,8,SIWARD,They say he parted well and paid his score:,he,SIWARD,male,7
5,8,SIWARD,They say he parted well and paid his score:,his,SIWARD,male,7
5,8,MACDUFF,"I see thee compass'd with thy kingdom's pearl, That speak my salutation in their minds; Whose voices I desire aloud with",their,MACDUFF,neutral,7
5,8,MALCOLM,"What's more to do, Which would be planted newly with the time,— As calling home our exil'd friends abroad, That fled the",his,MALCOLM,male,7
5,8,MALCOLM,"What's more to do, Which would be planted newly with the time,— As calling home our exil'd friends abroad, That fled the",her,MALCOLM,unknown,7
