play,act,scene,speaker,sentence,pronoun,resolved_to,gender_group,window_size_used
MACBETH,2,2,MACBETH,"But they did say their prayers, and address'd them Again to sleep.",them,MACBETH,male,7
MACBETH,2,2,MACBETH,"and, ""Amen,"" the other, As they had seen me with these hangman's hands.",they,MACBETH,male,7
MACBETH,2,2,MACBETH,"List'ning their fear, I could not say ""Amen,"" When they did say, ""God bless us.""",their,MACBETH,male,7
MACBETH,2,2,MACBETH,"List'ning their fear, I could not say ""Amen,"" When they did say, ""God bless us.""",they,MACBETH,male,7
MACBETH,2,2,LADY MACBETH,Consider it not so deeply.,it,LADY MACBETH,male,7
MACBETH,2,2,LADY MACBETH,"These deeds must not be thought After these ways; so, it will make us mad.",it,LADY MACBETH,male,7
MACBETH,2,2,MACBETH,"Still it cried, ""Sleep no more!"" to all the house: ""Glamis hath murder'd sleep, and therefore Cawdor Shall sleep no more",it,Glamis,neutral,7
MACBETH,2,2,LADY MACBETH,Who was it that thus cried?,it,LADY MACBETH,male,7
MACBETH,2,2,LADY MACBETH,"They must lie there: go carry them, and smear The sleepy grooms with blood.",They,LADY MACBETH,male,7
MACBETH,2,2,LADY MACBETH,"They must lie there: go carry them, and smear The sleepy grooms with blood.",them,LADY MACBETH,male,7
MACBETH,2,2,LADY MACBETH,"If he do bleed, I'll gild the faces of the grooms withal, For it must seem their guilt.",he,LADY MACBETH,male,7
MACBETH,2,2,LADY MACBETH,"If he do bleed, I'll gild the faces of the grooms withal, For it must seem their guilt.",it,LADY MACBETH,male,7
MACBETH,2,2,LADY MACBETH,"If he do bleed, I'll gild the faces of the grooms withal, For it must seem their guilt.",their,LADY MACBETH,male,7
MACBETH,2,2,MACBETH,"Ha, they pluck out mine eyes!",they,MACBETH,male,7
MACBETH,2,2,LADY MACBETH,A little water clears us of this deed: How easy is it then!,it,LADY MACBETH,male,7
MACBETH,2,3,PORTER,"If a man were porter of hell gate, he should have old turning the key.",he,PORTER,neutral,2
MACBETH,2,3,PORTER,Here's a farmer that hanged himself on the expectation of plenty: come in time; have napkins enow about you; here you'll,himself,PORTER,neutral,6
MACBETH,2,3,PORTER,"I'll devil-porter it no further: I had thought to have let in some of all professions, that go the primrose way to th' e",it,PORTER,neutral,7
MACBETH,2,3,MACDUFF,"Was it so late, friend, ere you went to bed, That you do lie so late?",it,MACDUFF,male,7
MACBETH,2,3,PORTER,"Lechery, sir, it provokes and unprovokes; it provokes the desire, but it takes away the performance.",it,PORTER,neutral,7
MACBETH,2,3,PORTER,"Lechery, sir, it provokes and unprovokes; it provokes the desire, but it takes away the performance.",it,PORTER,neutral,7
MACBETH,2,3,PORTER,"Lechery, sir, it provokes and unprovokes; it provokes the desire, but it takes away the performance.",it,PORTER,neutral,7
MACBETH,2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",it,PORTER,neutral,7
MACBETH,2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",him,MACDUFF,male,7
MACBETH,2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",it,PORTER,neutral,7
MACBETH,2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",him,MACDUFF,male,7
MACBETH,2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",it,PORTER,neutral,7
MACBETH,2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",him,MACDUFF,male,7
MACBETH,2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",it,PORTER,neutral,7
MACBETH,2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",him,MACDUFF,male,7
MACBETH,2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",it,PORTER,neutral,7
MACBETH,2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",him,MACDUFF,male,7
MACBETH,2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",him,MACDUFF,male,7
MACBETH,2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",him,MACDUFF,male,7
MACBETH,2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",him,MACDUFF,male,7
MACBETH,2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",him,MACDUFF,male,7
MACBETH,2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",him,MACDUFF,male,7
MACBETH,2,3,PORTER,"That it did, sir, i' the very throat on me; but I requited him for his lie; and (I think) being too strong for him, thou",it,PORTER,neutral,7
MACBETH,2,3,PORTER,"That it did, sir, i' the very throat on me; but I requited him for his lie; and (I think) being too strong for him, thou",him,MACDUFF,male,7
MACBETH,2,3,PORTER,"That it did, sir, i' the very throat on me; but I requited him for his lie; and (I think) being too strong for him, thou",his,MACDUFF,male,7
MACBETH,2,3,PORTER,"That it did, sir, i' the very throat on me; but I requited him for his lie; and (I think) being too strong for him, thou",him,MACDUFF,male,7
MACBETH,2,3,PORTER,"That it did, sir, i' the very throat on me; but I requited him for his lie; and (I think) being too strong for him, thou",he,MACDUFF,male,7
MACBETH,2,3,PORTER,"That it did, sir, i' the very throat on me; but I requited him for his lie; and (I think) being too strong for him, thou",him,MACDUFF,male,7
MACBETH,2,3,MACDUFF,Our knocking has awak'd him; here he comes.,him,MACDUFF,male,7
MACBETH,2,3,MACDUFF,Our knocking has awak'd him; here he comes.,he,MACDUFF,male,7
MACBETH,2,3,MACDUFF,He did command me to call timely on him.,He,MACDUFF,male,7
MACBETH,2,3,MACDUFF,He did command me to call timely on him.,him,MACDUFF,male,7
MACBETH,2,3,MACBETH,I'll bring you to him.,him,MACBETH,male,7
MACBETH,2,3,MACBETH,He does.,He,MACBETH,male,7
MACBETH,2,3,MACBETH,He did appoint so.,He,MACBETH,male,7
MACBETH,2,3,LENNOX,"The night has been unruly: where we lay, Our chimneys were blown down and, as they say, Lamentings heard i' th' air, str",they,Lamentings,neutral,7
MACBETH,2,3,LENNOX,My young remembrance cannot parallel A fellow to it.,it,LENNOX,male,7
MACBETH,2,3,MACDUFF,Confusion now hath made his masterpiece!,his,MACDUFF,male,7
MACBETH,2,3,LENNOX,Mean you his majesty?,his,LENNOX,male,7
MACBETH,2,3,MACDUFF,"O gentle lady, 'Tis not for you to hear what I can speak: The repetition, in a woman's ear, Would murder as it fell.",it,MACDUFF,male,7
MACBETH,2,3,BANQUO,"Dear Duff, I pr'ythee, contradict thyself, And say it is not so.",it,Duff,neutral,7
MACBETH,2,3,MACBETH,"The spring, the head, the fountain of your blood Is stopp'd; the very source of it is stopp'd.",it,MACBETH,male,7
MACBETH,2,3,LENNOX,"Those of his chamber, as it seem'd, had done't: Their hands and faces were all badg'd with blood; So were their daggers,",his,LENNOX,male,7
MACBETH,2,3,LENNOX,"Those of his chamber, as it seem'd, had done't: Their hands and faces were all badg'd with blood; So were their daggers,",it,LENNOX,male,7
MACBETH,2,3,LENNOX,"Those of his chamber, as it seem'd, had done't: Their hands and faces were all badg'd with blood; So were their daggers,",Their,LENNOX,male,7
MACBETH,2,3,LENNOX,"Those of his chamber, as it seem'd, had done't: Their hands and faces were all badg'd with blood; So were their daggers,",their,LENNOX,male,7
MACBETH,2,3,LENNOX,"Those of his chamber, as it seem'd, had done't: Their hands and faces were all badg'd with blood; So were their daggers,",their,LENNOX,male,7
MACBETH,2,3,LENNOX,"They star'd, and were distracted; No man's life was to be trusted with them.",They,LENNOX,male,7
MACBETH,2,3,LENNOX,"They star'd, and were distracted; No man's life was to be trusted with them.",them,LENNOX,male,7
MACBETH,2,3,MACBETH,"O, yet I do repent me of my fury, That I did kill them.",them,MACBETH,male,7
MACBETH,2,3,MACBETH,"Here lay Duncan, His silver skin lac'd with his golden blood; And his gash'd stabs look'd like a breach in nature For ru",His,Duncan,male,7
MACBETH,2,3,MACBETH,"Here lay Duncan, His silver skin lac'd with his golden blood; And his gash'd stabs look'd like a breach in nature For ru",his,Duncan,male,7
MACBETH,2,3,MACBETH,"Here lay Duncan, His silver skin lac'd with his golden blood; And his gash'd stabs look'd like a breach in nature For ru",his,Duncan,male,7
MACBETH,2,3,MACBETH,"Here lay Duncan, His silver skin lac'd with his golden blood; And his gash'd stabs look'd like a breach in nature For ru",their,gore,neutral,7
MACBETH,2,3,MACBETH,"Here lay Duncan, His silver skin lac'd with his golden blood; And his gash'd stabs look'd like a breach in nature For ru",their,gore,neutral,7
MACBETH,2,3,BANQUO,"And when we have our naked frailties hid, That suffer in exposure, let us meet, And question this most bloody piece of w",it,BANQUO,male,7
MACBETH,2,3,MALCOLM,Let's not consort with them: To show an unfelt sorrow is an office Which the false man does easy.,them,MALCOLM,male,7
MACBETH,2,4,ROSS,"Ha, good father, Thou seest the heavens, as troubled with man's act, Threatens his bloody stage: by the clock 'tis day, ",his,ROSS,male,4
MACBETH,2,4,ROSS,"Is't night's predominance, or the day's shame, That darkness does the face of earth entomb, When living light should kis",it,ROSS,male,5
MACBETH,2,4,OLD MAN,"On Tuesday last, A falcon, towering in her pride of place, Was by a mousing owl hawk'd",her,OLD MAN,neutral,7
MACBETH,2,4,ROSS,"Beauteous and swift, the minions of their race, Turn'd wild in nature, broke their stalls, flung out, Contending 'gainst",their,ROSS,male,7
MACBETH,2,4,ROSS,"Beauteous and swift, the minions of their race, Turn'd wild in nature, broke their stalls, flung out, Contending 'gainst",their,ROSS,male,7
MACBETH,2,4,ROSS,"Beauteous and swift, the minions of their race, Turn'd wild in nature, broke their stalls, flung out, Contending 'gainst",they,ROSS,male,7
MACBETH,2,4,OLD MAN,'Tis said they eat each other.,they,OLD MAN,neutral,7
MACBETH,2,4,ROSS,"They did so; to the amazement of mine eyes, That look'd upon't.",They,ROSS,male,7
MACBETH,2,4,ROSS,What good could they pretend?,they,ROSS,male,7
MACBETH,2,4,MACDUFF,They were suborn'd.,They,MACDUFF,male,7
MACBETH,2,4,MACDUFF,"Malcolm and Donalbain, the King's two sons, Are stol'n away and fled; which puts upon them Suspicion of the deed.",them,Donalbain,male,7
MACBETH,2,4,MACDUFF,He is already nam'd; and gone to Scone To be invested.,He,MACDUFF,male,7
MACBETH,2,4,MACDUFF,"Carried to Colmekill, The sacred storehouse of his predecessors, And guardian of their bones.",his,MACDUFF,male,7
MACBETH,2,4,MACDUFF,"Carried to Colmekill, The sacred storehouse of his predecessors, And guardian of their bones.",their,MACDUFF,male,7
MACBETH,3,1,BANQUO,"Thou hast it now, King, Cawdor, Glamis, all, As the Weird Women promis'd; and, I fear, Thou play'dst most foully for't; ",it,Glamis,neutral,3
MACBETH,3,1,BANQUO,"Thou hast it now, King, Cawdor, Glamis, all, As the Weird Women promis'd; and, I fear, Thou play'dst most foully for't; ",it,Glamis,neutral,3
MACBETH,3,1,BANQUO,"Thou hast it now, King, Cawdor, Glamis, all, As the Weird Women promis'd; and, I fear, Thou play'dst most foully for't; ",It,Glamis,neutral,3
MACBETH,3,1,BANQUO,"If there come truth from them (As upon thee, Macbeth, their speeches shine)",them,Macbeth,male,5
MACBETH,3,1,BANQUO,"If there come truth from them (As upon thee, Macbeth, their speeches shine)",their,Macbeth,male,5
MACBETH,3,1,BANQUO,"Why, by the verities on thee made good, May they not be my oracles as well, And set me up in hope?",they,BANQUO,male,6
MACBETH,3,1,LADY MACBETH,"If he had been forgotten, It had been as a gap in our great feast, And all-thing unbecoming.",he,LADY MACBETH,male,7
MACBETH,3,1,LADY MACBETH,"If he had been forgotten, It had been as a gap in our great feast, And all-thing unbecoming.",It,LADY MACBETH,male,7
MACBETH,3,1,MACBETH,"In England and in Ireland; not confessing Their cruel parricide, filling their hearers With strange invention.",Their,MACBETH,male,7
MACBETH,3,1,MACBETH,"In England and in Ireland; not confessing Their cruel parricide, filling their hearers With strange invention.",their,MACBETH,male,7
MACBETH,3,1,MACBETH,I wish your horses swift and sure of foot; And so I do commend you to their backs.,their,MACBETH,male,7
MACBETH,3,1,MACBETH,"Let every man be master of his time Till seven at night; to make society The sweeter welcome, we will keep ourself Till ",his,MACBETH,male,7
MACBETH,3,1,SERVANT,"They are, my lord, without the palace gate.",They,SERVANT,neutral,7
MACBETH,3,1,MACBETH,Bring them before us.,them,MACBETH,male,7
MACBETH,3,1,MACBETH,"Our fears in Banquo Stick deep, and in his royalty of nature Reigns that which would be fear'd: 'tis much he dares; And,",his,MACBETH,male,7
MACBETH,3,1,MACBETH,"Our fears in Banquo Stick deep, and in his royalty of nature Reigns that which would be fear'd: 'tis much he dares; And,",he,MACBETH,male,7
MACBETH,3,1,MACBETH,"Our fears in Banquo Stick deep, and in his royalty of nature Reigns that which would be fear'd: 'tis much he dares; And,",his,MACBETH,male,7
MACBETH,3,1,MACBETH,"Our fears in Banquo Stick deep, and in his royalty of nature Reigns that which would be fear'd: 'tis much he dares; And,",He,MACBETH,male,7
MACBETH,3,1,MACBETH,"Our fears in Banquo Stick deep, and in his royalty of nature Reigns that which would be fear'd: 'tis much he dares; And,",his,MACBETH,male,7
MACBETH,3,1,MACBETH,"but he Whose being I do fear: and under him My genius is rebuk'd; as, it is said, Mark Antony's was by Caesar.",he,MACBETH,male,7
MACBETH,3,1,MACBETH,"but he Whose being I do fear: and under him My genius is rebuk'd; as, it is said, Mark Antony's was by Caesar.",him,MACBETH,male,7
MACBETH,3,1,MACBETH,"but he Whose being I do fear: and under him My genius is rebuk'd; as, it is said, Mark Antony's was by Caesar.",it,Mark Antony's,neutral,7
MACBETH,3,1,MACBETH,"He chid the sisters When first they put the name of king upon me, And bade them speak to him; then, prophet-like, They h",He,MACBETH,male,7
MACBETH,3,1,MACBETH,"He chid the sisters When first they put the name of king upon me, And bade them speak to him; then, prophet-like, They h",they,MACBETH,male,7
MACBETH,3,1,MACBETH,"He chid the sisters When first they put the name of king upon me, And bade them speak to him; then, prophet-like, They h",them,MACBETH,male,7
MACBETH,3,1,MACBETH,"He chid the sisters When first they put the name of king upon me, And bade them speak to him; then, prophet-like, They h",him,MACBETH,male,7
MACBETH,3,1,MACBETH,"He chid the sisters When first they put the name of king upon me, And bade them speak to him; then, prophet-like, They h",They,MACBETH,male,7
MACBETH,3,1,MACBETH,"He chid the sisters When first they put the name of king upon me, And bade them speak to him; then, prophet-like, They h",him,MACBETH,male,7
