play,act,scene,speaker,sentence,pronoun,resolved_to,gender_group,window_size_used
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"Pronounce but Love and dove; Speak to my gossip Venus one fair word, One nickname for her purblind son and heir, Young A",he,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"He heareth not, he stirreth not, he moveth not; The ape is dead, and I must conjure him.",He,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"He heareth not, he stirreth not, he moveth not; The ape is dead, and I must conjure him.",he,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"He heareth not, he stirreth not, he moveth not; The ape is dead, and I must conjure him.",he,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"He heareth not, he stirreth not, he moveth not; The ape is dead, and I must conjure him.",him,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"I conjure thee by Rosaline's bright eyes, By her high forehead and her scarlet lip, By her fine foot, straight leg, and ",her,Rosaline,neutral,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"I conjure thee by Rosaline's bright eyes, By her high forehead and her scarlet lip, By her fine foot, straight leg, and ",her,Rosaline,neutral,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"I conjure thee by Rosaline's bright eyes, By her high forehead and her scarlet lip, By her fine foot, straight leg, and ",her,Rosaline,neutral,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,BENVOLIO,"An if he hear thee, thou wilt anger him.",he,BENVOLIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,BENVOLIO,"An if he hear thee, thou wilt anger him.",him,BENVOLIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"This cannot anger him. 'Twould anger him To raise a spirit in his mistress' circle, Of some strange nature, letting it t",him,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"This cannot anger him. 'Twould anger him To raise a spirit in his mistress' circle, Of some strange nature, letting it t",him,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"This cannot anger him. 'Twould anger him To raise a spirit in his mistress' circle, Of some strange nature, letting it t",his,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"This cannot anger him. 'Twould anger him To raise a spirit in his mistress' circle, Of some strange nature, letting it t",it,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"This cannot anger him. 'Twould anger him To raise a spirit in his mistress' circle, Of some strange nature, letting it t",she,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"This cannot anger him. 'Twould anger him To raise a spirit in his mistress' circle, Of some strange nature, letting it t",it,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"This cannot anger him. 'Twould anger him To raise a spirit in his mistress' circle, Of some strange nature, letting it t",it,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"My invocation Is fair and honest, and, in his mistress' name, I conjure only but to raise up him.",his,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"My invocation Is fair and honest, and, in his mistress' name, I conjure only but to raise up him.",him,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,BENVOLIO,"Come, he hath hid himself among these trees To be consorted with the humorous night.",he,BENVOLIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,BENVOLIO,"Come, he hath hid himself among these trees To be consorted with the humorous night.",himself,BENVOLIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,BENVOLIO,"Blind is his love, and best befits the dark.",his,BENVOLIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"Now will he sit under a medlar tree, And wish his mistress were that kind of fruit As maids call medlars when they laugh",he,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"Now will he sit under a medlar tree, And wish his mistress were that kind of fruit As maids call medlars when they laugh",his,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"Now will he sit under a medlar tree, And wish his mistress were that kind of fruit As maids call medlars when they laugh",they,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"O Romeo, that she were, O that she were An open-arse and thou a poperin pear!",she,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"O Romeo, that she were, O that she were An open-arse and thou a poperin pear!",she,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,1,BENVOLIO,Go then; for 'tis in vain To seek him here that means not to be found.,him,BENVOLIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,He jests at scars that never felt a wound.,He,ROMEO,male,1
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"It is the east, and Juliet is the sun!",It,Juliet,female,6
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"Arise fair sun and kill the envious moon, Who is already sick and pale with grief, That thou her maid art far more fair ",her,Juliet,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"Arise fair sun and kill the envious moon, Who is already sick and pale with grief, That thou her maid art far more fair ",she,Juliet,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"Be not her maid since she is envious; Her vestal livery is but sick and green, And none but fools do wear it; cast it of",her,Juliet,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"Be not her maid since she is envious; Her vestal livery is but sick and green, And none but fools do wear it; cast it of",she,Juliet,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"Be not her maid since she is envious; Her vestal livery is but sick and green, And none but fools do wear it; cast it of",Her,Juliet,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"Be not her maid since she is envious; Her vestal livery is but sick and green, And none but fools do wear it; cast it of",it,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"Be not her maid since she is envious; Her vestal livery is but sick and green, And none but fools do wear it; cast it of",it,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"It is my lady, O it is my love!",It,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"It is my lady, O it is my love!",it,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"O, that she knew she were!",she,Juliet,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"O, that she knew she were!",she,Juliet,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"She speaks, yet she says nothing.",She,Juliet,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"She speaks, yet she says nothing.",she,Juliet,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"Her eye discourses, I will answer it.",Her,Juliet,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"Her eye discourses, I will answer it.",it,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"I am too bold, 'tis not to me she speaks.",she,Juliet,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"Two of the fairest stars in all the heaven, Having some business, do entreat her eyes To twinkle in their spheres till t",her,Juliet,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"Two of the fairest stars in all the heaven, Having some business, do entreat her eyes To twinkle in their spheres till t",their,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"Two of the fairest stars in all the heaven, Having some business, do entreat her eyes To twinkle in their spheres till t",they,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"What if her eyes were there, they in her head?",her,Juliet,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"What if her eyes were there, they in her head?",they,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"What if her eyes were there, they in her head?",her,Juliet,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"The brightness of her cheek would shame those stars, As daylight doth a lamp; her eyes in heaven Would through the airy ",her,Juliet,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"The brightness of her cheek would shame those stars, As daylight doth a lamp; her eyes in heaven Would through the airy ",her,Juliet,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"The brightness of her cheek would shame those stars, As daylight doth a lamp; her eyes in heaven Would through the airy ",it,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,See how she leans her cheek upon her hand.,she,Juliet,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,See how she leans her cheek upon her hand.,her,Juliet,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,See how she leans her cheek upon her hand.,her,Juliet,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,She speaks.,She,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"As glorious to this night, being o'er my head, As is a winged messenger of heaven Unto the white-upturned wondering eyes",him,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"As glorious to this night, being o'er my head, As is a winged messenger of heaven Unto the white-upturned wondering eyes",he,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,JULIET,"It is nor hand nor foot, Nor arm, nor face, nor any other part Belonging to a man.",It,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,JULIET,"That which we call a rose By any other name would smell as sweet; So Romeo would, were he not Romeo call'd, Retain that ",he,Romeo,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,JULIET,"That which we call a rose By any other name would smell as sweet; So Romeo would, were he not Romeo call'd, Retain that ",he,Romeo,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"By a name I know not how to tell thee who I am: My name, dear saint, is hateful to myself, Because it is an enemy to the",it,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"Had I it written, I would tear the word.",it,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,JULIET,"If they do see thee, they will murder thee.",they,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,JULIET,"If they do see thee, they will murder thee.",they,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"Alack, there lies more peril in thine eye Than twenty of their swords.",their,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"Look thou but sweet, And I am proof against their enmity.",their,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,JULIET,I would not for the world they saw thee here.,they,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"I have night's cloak to hide me from their eyes, And but thou love me, let them find me here.",their,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"I have night's cloak to hide me from their eyes, And but thou love me, let them find me here.",them,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"My life were better ended by their hate Than death prorogued, wanting of thy love.",their,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"By love, that first did prompt me to enquire; He lent me counsel, and I lent him eyes.",He,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"By love, that first did prompt me to enquire; He lent me counsel, and I lent him eyes.",him,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,JULIET,"At lovers' perjuries, They say Jove laughs.",They,Jove,neutral,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,JULIET,"O gentle Romeo, If thou dost love, pronounce it faithfully.",it,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,JULIET,"O swear not by the moon, th'inconstant moon, That monthly changes in her circled orb, Lest that thy love prove likewise ",her,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,JULIET,"Although I joy in thee, I have no joy of this contract tonight; It is too rash, too unadvis'd, too sudden, Too like the ",It,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,JULIET,"Although I joy in thee, I have no joy of this contract tonight; It is too rash, too unadvis'd, too sudden, Too like the ",It,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,JULIET,I gave thee mine before thou didst request it; And yet I would it were to give again.,it,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,JULIET,I gave thee mine before thou didst request it; And yet I would it were to give again.,it,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,Would'st thou withdraw it?,it,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,JULIET,But to be frank and give it thee again.,it,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"Love goes toward love as schoolboys from their books, But love from love, towards school with heavy looks.",their,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,JULIET,"Bondage is hoarse and may not speak aloud, Else would I tear the cave where Echo lies, And make her airy tongue more hoa",her,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,It is my soul that calls upon my name.,It,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,Let me stand here till thou remember it.,it,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,JULIET,"'Tis almost morning; I would have thee gone, And yet no farther than a wanton's bird, That lets it hop a little from her",it,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,JULIET,"'Tis almost morning; I would have thee gone, And yet no farther than a wanton's bird, That lets it hop a little from her",her,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,JULIET,"'Tis almost morning; I would have thee gone, And yet no farther than a wanton's bird, That lets it hop a little from her",his,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,JULIET,"'Tis almost morning; I would have thee gone, And yet no farther than a wanton's bird, That lets it hop a little from her",it,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,JULIET,"'Tis almost morning; I would have thee gone, And yet no farther than a wanton's bird, That lets it hop a little from her",his,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,JULIET,Parting is such sweet sorrow That I shall say good night till it be morrow.,it,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"Hence will I to my ghostly Sire's cell, His help to crave and my dear hap to tell.",His,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,3,FRIAR LAWRENCE,"The grey-ey'd morn smiles on the frowning night, Chequering the eastern clouds with streaks of light; And fleckled darkn",his,FRIAR LAWRENCE,male,1
THE TRAGEDY OF ROMEO AND JULIET,2,3,FRIAR LAWRENCE,"The earth that's nature's mother, is her tomb; What is her burying grave, that is her womb: And from her womb children o",her,FRIAR LAWRENCE,male,2
THE TRAGEDY OF ROMEO AND JULIET,2,3,FRIAR LAWRENCE,"The earth that's nature's mother, is her tomb; What is her burying grave, that is her womb: And from her womb children o",her,FRIAR LAWRENCE,male,2
THE TRAGEDY OF ROMEO AND JULIET,2,3,FRIAR LAWRENCE,"The earth that's nature's mother, is her tomb; What is her burying grave, that is her womb: And from her womb children o",her,FRIAR LAWRENCE,male,2
THE TRAGEDY OF ROMEO AND JULIET,2,3,FRIAR LAWRENCE,"The earth that's nature's mother, is her tomb; What is her burying grave, that is her womb: And from her womb children o",her,FRIAR LAWRENCE,male,2
THE TRAGEDY OF ROMEO AND JULIET,2,3,FRIAR LAWRENCE,"The earth that's nature's mother, is her tomb; What is her burying grave, that is her womb: And from her womb children o",her,FRIAR LAWRENCE,male,2
THE TRAGEDY OF ROMEO AND JULIET,2,3,FRIAR LAWRENCE,"O, mickle is the powerful grace that lies In plants, herbs, stones, and their true qualities.",their,FRIAR LAWRENCE,male,4
THE TRAGEDY OF ROMEO AND JULIET,2,3,FRIAR LAWRENCE,"Two such opposed kings encamp them still In man as well as herbs,—grace and rude will; And where the worser is predomina",them,FRIAR LAWRENCE,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,3,FRIAR LAWRENCE,"Young son, it argues a distemper'd head So soon to bid good morrow to thy bed.",it,FRIAR LAWRENCE,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,3,FRIAR LAWRENCE,"Care keeps his watch in every old man's eye, And where care lodges sleep will never lie; But where unbruised youth with ",his,FRIAR LAWRENCE,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,3,FRIAR LAWRENCE,"Care keeps his watch in every old man's eye, And where care lodges sleep will never lie; But where unbruised youth with ",his,FRIAR LAWRENCE,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,3,FRIAR LAWRENCE,"Therefore thy earliness doth me assure Thou art uprous'd with some distemperature; Or if not so, then here I hit it righ",it,FRIAR LAWRENCE,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,3,ROMEO,I'll tell thee ere thou ask it me again.,it,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,3,ROMEO,"As mine on hers, so hers is set on mine; And all combin'd, save what thou must combine By holy marriage.",hers,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,3,ROMEO,"As mine on hers, so hers is set on mine; And all combin'd, save what thou must combine By holy marriage.",hers,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,3,FRIAR LAWRENCE,"Young men's love then lies Not truly in their hearts, but in their eyes.",their,FRIAR LAWRENCE,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,3,FRIAR LAWRENCE,"Young men's love then lies Not truly in their hearts, but in their eyes.",their,FRIAR LAWRENCE,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,3,FRIAR LAWRENCE,"How much salt water thrown away in waste, To season love, that of it doth not taste.",it,FRIAR LAWRENCE,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,3,ROMEO,"I pray thee chide me not, her I love now Doth grace for grace and love for love allow.",her,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,3,FRIAR LAWRENCE,"O, she knew well Thy love did read by rote, that could not spell.",she,FRIAR LAWRENCE,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,3,FRIAR LAWRENCE,Wisely and slow; they stumble that run fast.,they,FRIAR LAWRENCE,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,Came he not home tonight?,he,MERCUTIO,male,3
THE TRAGEDY OF ROMEO AND JULIET,2,4,BENVOLIO,Not to his father's; I spoke with his man.,his,BENVOLIO,male,4
THE TRAGEDY OF ROMEO AND JULIET,2,4,BENVOLIO,Not to his father's; I spoke with his man.,his,BENVOLIO,male,4
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"Why, that same pale hard-hearted wench, that Rosaline, torments him so that he will sure run mad.",him,MERCUTIO,male,6
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"Why, that same pale hard-hearted wench, that Rosaline, torments him so that he will sure run mad.",he,MERCUTIO,male,6
THE TRAGEDY OF ROMEO AND JULIET,2,4,BENVOLIO,"Tybalt, the kinsman to old Capulet, hath sent a letter to his father's house.",his,Capulet,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,BENVOLIO,Romeo will answer it.,it,BENVOLIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,BENVOLIO,"Nay, he will answer the letter's master, how he dares, being dared.",he,BENVOLIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,BENVOLIO,"Nay, he will answer the letter's master, how he dares, being dared.",he,BENVOLIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"Alas poor Romeo, he is already dead, stabbed with a white wench's black eye; run through the ear with a love song, the v",he,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"Alas poor Romeo, he is already dead, stabbed with a white wench's black eye; run through the ear with a love song, the v",his,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,And is he a man to encounter Tybalt?,he,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"O, he's the courageous captain of compliments.",he,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"He fights as you sing prick-song, keeps time, distance, and proportion.",He,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"He rests his minim rest, one, two, and the third in your bosom: the very butcher of a silk button, a duellist, a duellis",He,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"He rests his minim rest, one, two, and the third in your bosom: the very butcher of a silk button, a duellist, a duellis",his,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"Why, is not this a lamentable thing, grandsire, that we should be thus afflicted with these strange flies, these fashion",they,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"O their bones, their bones!",their,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"O their bones, their bones!",their,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"Without his roe, like a dried herring.",his,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,Now is he for the numbers that Petrarch flowed in.,he,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"Laura, to his lady, was but a kitchen wench,—marry, she had a better love to berhyme her: Dido a dowdy; Cleopatra a gyps",his,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"Laura, to his lady, was but a kitchen wench,—marry, she had a better love to berhyme her: Dido a dowdy; Cleopatra a gyps",she,Hero hildings,neutral,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"Laura, to his lady, was but a kitchen wench,—marry, she had a better love to berhyme her: Dido a dowdy; Cleopatra a gyps",her,Hero hildings,neutral,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,Thou hast most kindly hit it.,it,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"Sure wit, follow me this jest now, till thou hast worn out thy pump, that when the single sole of it is worn, the jest m",it,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"Thy wit is a very bitter sweeting, it is a most sharp sauce.",it,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,ROMEO,And is it not then well served in to a sweet goose?,it,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,ROMEO,"I stretch it out for that word broad, which added to the goose, proves thee far and wide a broad goose.",it,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"For this drivelling love is like a great natural, that runs lolling up and down to hide his bauble in a hole.",his,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"O, thou art deceived; I would have made it short, for I was come to the whole depth of my tale, and meant indeed to occu",it,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"Good Peter, to hide her face; for her fan's the fairer face.",her,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"Good Peter, to hide her face; for her fan's the fairer face.",her,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,Is it good-den?,it,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,ROMEO,"One, gentlewoman, that God hath made for himself to mar.",himself,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"By my troth, it is well said; for himself to mar, quoth a?",it,mar,neutral,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"By my troth, it is well said; for himself to mar, quoth a?",himself,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,ROMEO,I can tell you: but young Romeo will be older when you have found him than he was when you sought him.,him,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,ROMEO,I can tell you: but young Romeo will be older when you have found him than he was when you sought him.,he,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,ROMEO,I can tell you: but young Romeo will be older when you have found him than he was when you sought him.,him,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"If you be he, sir, I desire some confidence with you.",he,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,BENVOLIO,She will endite him to some supper.,She,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,BENVOLIO,She will endite him to some supper.,him,BENVOLIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"No hare, sir; unless a hare, sir, in a lenten pie, that is something stale and hoar ere it be spent.",it,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"An old hare hoar, And an old hare hoar, Is very good meat in Lent; But a hare that is hoar Is too much for a score When ",it,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,it be spent.,it,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"I pray you, sir, what saucy merchant was this that was so full of his ropery?",his,Benvolio,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,ROMEO,"A gentleman, Nurse, that loves to hear himself talk, and will speak more in a minute than he will stand to in a month.",himself,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,ROMEO,"A gentleman, Nurse, that loves to hear himself talk, and will speak more in a minute than he will stand to in a month.",he,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"And a speak anything against me, I'll take him down, and a were lustier than he is, and twenty such Jacks.",him,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"And a speak anything against me, I'll take him down, and a were lustier than he is, and twenty such Jacks.",he,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,I am none of his flirt-gills; I am none of his skains-mates.—And thou must stand by too and suffer every knave to use me,his,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,I am none of his flirt-gills; I am none of his skains-mates.—And thou must stand by too and suffer every knave to use me,his,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,I am none of his flirt-gills; I am none of his skains-mates.—And thou must stand by too and suffer every knave to use me,his,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,PETER,"I saw no man use you at his pleasure; if I had, my weapon should quickly have been out.",his,PETER,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"Pray you, sir, a word: and as I told you, my young lady bid me enquire you out; what she bade me say, I will keep to mys",she,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"But first let me tell ye, if ye should lead her in a fool's paradise, as they say, it were a very gross kind of behaviou",her,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"But first let me tell ye, if ye should lead her in a fool's paradise, as they say, it were a very gross kind of behaviou",they,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"But first let me tell ye, if ye should lead her in a fool's paradise, as they say, it were a very gross kind of behaviou",it,NURSE,female,7
